"Filmtitel","Szenen-ID","Szenenbeschreibung","Drehort","Drehortbeschreibung","Breitengrad (Drehort)","Längengrad (Drehort)","Szenenort","Breitengrad (Szenenort)","Längengrad (Szenenort)","Zeit im Film (sek)","Zeit (chronologisch)","Figuren","Links","Quelle","Anmerkung"
"Avengers","A1-105","Erik Selvig wacht auf dem Dach des Stark Towers auf. Er wird nicht mehr von Loki manipuliert.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Dach des Stark Turm","40.75344630782818","-73.9766453444253",01:57:33,2012,"Erik Selvig","null","null","Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
"Avengers","A1-106","Die U.S.-Army kommt in New York an.","E 9th St, Cleveland, OH, Vereinigte Staaten","E 9th St, Cleveland","41.49960405233552","-81.68618118240437","Grand Central - 42th St","40.752292044281376","-73.97753961079492",01:57:47,2012,"null","https://mculocationscout.com/2020/07/26/battle-of-new-york-city-cleveland-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-107","Hawkeye informiert Captain America, dass Hilfe in einer Bank gebraucht wird.","null","null","null","null","null","null","null",01:57:54,2012,"Steve Rogers als Captain America / Clint Barton als Hawkeye","null","null","Keine Anhaltspunkte für eine Lokalisierung des Dreh- und Szenenortes"
"Avengers","A1-108","Captain America rettet die Zivilisten in der Bank vor den Chitari.","900 Euclid Ave, Cleveland, OH 44115, Vereinigte Staaten","Cleveland Trust Company Building","41.50008898795316","-81.6861197343184","Madison Ave & E42th St","40.753065999342034","-73.97931830997295",01:58:05,2012,"Steve Rogers als Captain America","https://mculocationscout.com/2020/07/26/battle-of-new-york-city-cleveland-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-109","Der Sicherheitsrat versucht Nick Fury davon zu überzeugen eine Atombombe auf New York abzufeuern.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",01:59:00,2012,"Nick Fury","null","null","null"
"Avengers","A1-110","Loki verfolgt Black Widow bis Hawkeye mit einem Explosivpfeil auf ihn schießt.","E 41th St, New York, NY, Vereinigte Staaten","E 41th St, New York","40.751094526881786","-73.97727657757702","E 41th St, New York","40.751094526881786","-73.97727657757702",01:59:26,2012,"Natasha Romanov als Black Widow / Clint Barton als Hawkeye / Loki","https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-111","Black Widow landet auf dem Dach des Stark Towers. Währrend dessen verprügelt Hulk Loki.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Stark Turm","40.75344630782818","-73.9766453444253",01:59:54,2012,"Natasha Romanov als Black Widow / Loki / Hulk","null","null","Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
"Avengers","A1-112","Erik Selvig erklärt Black Widow, dass das Portal mit dem Zepter von Loki geschlossen werden kann.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Dach des Stark Turm","40.75344630782818","-73.9766453444253",02:00:36,2012,"Natasha Romanov als Black Widow / Erik Selvig","null","null","Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
"Avengers","A1-113A","Thor und Iron Man kämpfen gegen den dritten Leviathan.","320 Madison Ave, New York, NY, Vereinigte Staaten","The Baxter Building","40.753226774536834","-73.97934915885327","Madison Ave & E42th St","40.753226774536834","-73.97934915885327",02:01:12,2012,"Thor / Tony Stark als Iron Man","https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-113B","Iron Man plant den dritten Leviathan von innen zu töten.","67 Park Ave, New York, NY, Vereinigte Staaten","67 Park Ave, New York","40.74962008955972","-73.9790134783225","67 Park Ave, New York","40.74962008955972","-73.9790134783225",01:01:28,2012,"Tony Stark als Iron Man","https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-113C","Iron Man fliegt in das Maul des dritten Leviathan und zündet Raketen.","Park Ave, New York, NY, Vereinigte Staaten","Park Ave","40.74875873251768","-73.98016303402294","Park Ave","40.74875873251768","-73.98016303402294",02:01:40,2012,"Tony Stark als Iron Man","https://mculocationscout.com/2020/07/26/battle-of-new-york-city-new-york-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-113D","Iron Man wird von der Explosion im dritten Leviathan zu Boden geschleudert. Mehrere Chitari schießen auf den bereits verletzten Iron Man.","999 Chester Ave, Cleveland, OH 44114, Vereinigte Staaten","999 Chester Ave, Cleveland","41.5016386400924","-81.68661829190293","null","null","null",02:01:47,2012,"Tony Stark als Iron Man","https://mculocationscout.com/2020/07/26/battle-of-new-york-city-cleveland-mcu-location-scout/","MCU: Location Scout","Keine Anhaltspunkte für eine Lokalisierung des Szenenortes"
"Avengers","A1-114","Hawkeye gehen die Pfeile aus, weswegen er vom Dach auf dem er steht fliehen muss.","120 Park Ave, New York, NY, Vereinigte Staaten","120 Park Ave, New York","40.75180005421264","-73.97833311715434","120 Park Ave, New York","40.75180005421264","-73.97833311715434",02:01:58,2012,"Clint Barton als Hawkeye","null","null","null"
"Avengers","A1-115","Hulk wird von einer Überzahl an Chitari-Fahrzeugen unter Beschuss genommen.","999 Chester Ave, Cleveland, OH 44114, Vereinigte Staaten","999 Chester Ave, Cleveland","41.5016386400924","-81.68661829190293","null","null","null",02:02:33,2012,"Hulk","https://mculocationscout.com/2020/07/26/battle-of-new-york-city-cleveland-mcu-location-scout/","MCU: Location Scout","Keine Anhaltspunkte für eine Lokalisierung des Szenenortes"
"Avengers","A1-116","Nick Fury wird vom Sicherheitsrat die Befehlsgewalt abgesprochen und ein Jet hebt ab, mit dem Ziel eine Atombombe auf New York abzufeuern.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",02:02:49,2012,"Maria Hill / Nick Fury","null","null","null"
"Avengers","A1-117","Nich Fury schießt mit einem Raketenwerfen auf den Jet, der abheben will. Ein zweiter Jet folgt jedoch direkt und entkommt unbeschadet.","2200 Sunport Blvd, Albuquerque, NM 87106, Vereinigte Staaten","Albuquerque International Sunport","35.0496702473737","-106.6155157089473","Deck des S.H.I.E.L.D.-Carrier","null","null",02:03:06,2012,"Nick Fury","https://mculocationscout.com/2020/07/26/shield-helicarrier-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-118","Nick Fury informiert Iron Man über die Atombombe.","999 Chester Ave, Cleveland, OH 44114, Vereinigte Staaten","999 Chester Ave, Cleveland","41.5016386400924","-81.68661829190293","null","null","null",02:03:41,2012,"Nick Fury / Tony Stark als Iron Man","null","null","Keine Anhaltspunkte für eine Lokalisierung des Szenenortes"
"Avengers","A1-119","Der Jet schießt die Atombombe auf New York ab.","New York / New Jersey Bight","New York / New Jersey Bight","40.4717690827091","-73.88711080625417","New York / New Jersey Bight","40.4717690827091","-73.88711080625417",02:03:54,2012,"null","null","null","null"
"Avengers","A1-120","Captain America wurde von den Chitari überlaufen, doch dank Thor ist die Situation unter Kontrolle.","E 9th St, Cleveland, OH, Vereinigte Staaten","E 9th St, Cleveland","41.49960405233552","-81.68618118240437","Grand Central - 42th St","40.752292044281376","-73.97753961079492",02:04:11,2012,"Thor / Steve Roger als Captain America","https://mculocationscout.com/2020/07/26/battle-of-new-york-city-cleveland-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-121","Black Widow kann mit dem Zepter von Loki das Portal schließen, aber Iron Man plant die Atombombe durch das Portal zu lenken um New York zu retten.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Dach des Stark Turm","40.75344630782818","-73.9766453444253",02:04:38,2012,"Natasha Romanov als Black Widow / Erik Selvig / Steve Rogers als Captain America / Tony Stark als Iron Man","null","null","Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
"Avengers","A1-122","Iron Man greift die Atombombe um ihre Flugbahn lenken zu können.","Verrazzano-Narrows Bridge, Staten Island, NY, Vereinigte Staaten","Verrazano-Narrow Bridge","40.606557090268105","-74.04516721728298","Verrazano-Narrow Bridge","40.606557090268105","-74.04516721728298",02:04:58,2012,"Tony Stark als Iron Man / Steve Roger als Captain America","https://mculocationscout.com/2020/07/26/verrazano-narrows-bridge-new-york-mcu-location-scout/","MCU: Location Scout","null"
"Avengers","A1-123","Pepper Potts sieht die Nachrichten von New York.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Privatjet","null","null",02:05:29,2012,"Pepper Potts","null","null","null"
"Avengers","A1-124","Nick Fury und Maria Hill verfolgen die Nachrichten von New York.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",02:05:43,2012,"Nick Fury / Maria Hill","null","null","null"
"Avengers","A1-125","Iron Man lenkt die Atombombe auf seinem Rücken in letzter Sekunde in das Portal.","null","null","null","null","Portal","40.75344630782818","-73.9766453444253",02:05:49,2012,"Tony Stark als Iron Man / Thor / Steve Rogers als Captain America / Bruce Banner als Hulk / Natasha Romanov als Black Widow / Erik Selvig","null","null","Keine Anhaltspunkte für eine Lokalisierung des Drehortes"
"Avengers","A1-126","Die Brücke des S.H.I.E.L.D.-Carrier feiert die Live-Übertragung von Iron Man, der New York vor der Atombombe rettet.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",02:06:10,2012,"Nick Fury / Maria Hill","null","null","null"
"Avengers","A1-127","Iron Man verliert die Stormzufuhr zu seinem Anzug nachdem er durch das Portal geflogen ist. Die Atombombe trifft das Raumschiff der Chitari und in New York sterben alle Aliens.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Weltraum","null","null",02:06:21,2012,"Tony Stark als Iron Man / Thor / Steve Rogers als Captain America","null","null","Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
"Avengers","A1-128","Black Widow schließt das Portal auf Befehl von Captain America. Iron Man fällt in letzter Sekunde zurück durch das Portal.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Dach des Stark Turm","40.75344630782818","-73.9766453444253",02:07:00,2012,"Thor / Steve Roger als Captain America / Natasha Romanov als Black Widow / Erik Selvig","null","null","null"
"Avengers","A1-129","Iron Man ist bewusstlos und fällt. Hulk schafft es ihn aufzufangen bevor er auf dem Boden aufschlägt. Durch einen Schrei von Hulk schreckt der tot geglaubte Iron Man auf.","Park Ave Viadukt, New York, NY, Vereinigte Staaten","Park Ave Viadukt","40.752928145428584","-73.97637899939696","Park Ave Viadukt","40.752928145428584","-73.97637899939696",02:07:31,2012,"Thor / Steve Roger als Captain America / Tony Stark als Iron Man / Hulk","https://mculocationscout.com/2020/07/26/grand-central-terminal-new-york-mcu-location-scout/","MCU: Location Scout","Es ist anzunehmen, dass die Szene auch in Cleveland oder New Mexico gedreht wurden."
"Avengers","A1-130","Die Avengers nehmen Loki gefangen.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Stark Turm","40.75344630782818","-73.9766453444253",02:09:06,2012,"Loki / Tony Stark als Iron Man / Thor / Steve Rogers als Captain America / Bruce Banner als Hulk / Natasha Romanov als Black Widow / Clint Barton als Hawkeye","null","null","null"
"Avengers","A1-131","Eine Reihe von Nachrichten über die Reaktionen der Leute aus New York auf die Avengers.","null","null","null","null","null","null","null",02:09:44,2012,"null","null","null","null"
"Avengers","A1-132","Die Avengers versammeln sich zum letzten Mal und schauen zu wie Thor Loki und den Tesseract mit nach Asgard nimmt.","72 Terrace Dr, New York, NY, Vereinigte Staaten","Bethesda Terrace Central Park","40.773703577718564","-73.97106563646251","Bethesda Terrace Central Park","40.773703577718564","-73.97106563646251",02:10:24,2012,"Tony Stark / Thor / Loki / Bruce Banner / Steve Rogers / Natasha Romanov / Clint Barton","https://mculocationscout.com/movies/the-avengers-2012/","MCU: Location Scout","null"
"Avengers","A1-133","Der Sicherheitsrat befragt Nick Fury über die Avengers und den Tesseract","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Konferenzraum von Nick Fury","null","null",02:10:33,2012,"Nick Fury","null","null","null"
"Avengers","A1-134","Thor und Loki teleportieren sich mit dem Tesseract nach Asgard.","72 Terrace Dr, New York, NY, Vereinigte Staaten","Bethesda Terrace Central Park","40.773703577718564","-73.97106563646251","Bethesda Terrace Central Park","40.773703577718564","-73.97106563646251",02:11:07,2012,"Tony Stark / Thor / Loki / Bruce Banner / Steve Rogers / Natasha Romanov / Clint Barton / Nick Fury","https://mculocationscout.com/movies/the-avengers-2012/","MCU: Location Scout","null"
"Avengers","A1-135","Nick Fury sagt dem Sicherheitsrat, dass sich jetzt jeder der Macht der Avengers bewusst ist.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Konferenzraum von Nick Fury","null","null",02:11:40,2012,"Nick Fury","null","null","null"
"Avengers","A1-136","Maria Hill fragt Nick Fury waws passiert, wenn die Welt wieder in so eine Situation gerät. Nick Fury versichert ihr, dass die Avengers dann wieder zurück kommen.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Brücke des S.H.I.E.L.D.-Carrier","null","null",02:12:02,2012,"Nick Fury / Maria Hill","null","null","null"
"Avengers","A1-137","Tony Stark und Pepper Potts arbeiten an dem Wiederaufbau des Stark Turms.","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Stark Turm","40.75344630782818","-73.9766453444253",02:12:40,2012,"Tony Stark / Pepper Potts","null","null","Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
"Avengers","A1-138","Credits","null","null","null","null","null","null","null",02:13:10,2012,"null","null","null","Credits"
"Avengers","A1-139","null","5650 University Blvd SE, Albuquerque, NM 87106, Vereinigte Staaten","Filmstudio in der Mesa del Sol-Siedlung in Albuquerque, New Mexico","34.988636299215074","-106.61421979984783","Weltraum","null","null",02:15:07,2012,"Thanos / Anführer der Chitari","null","null","Es ist anzunehmen, dass es sich um Studioaufnahmen handelt"
"Avengers","A1-140","Credits","null","null","null","null","null","null","null",02:15:56,2012,"null","null","null","Credits"
"Avengers","A1-141","Die Avengers essen zusammen Shawarma.","9340 W Pico Blvd, Los Angeles, CA 30095, Vereinigte Staaten","Shalom Grill","34.05488313345609","-118.39406684825661","Shawarma Palace","null","null",02:22:13,2012,"Tony Stark als Iron Man / Thor / Steve Rogers als Captain America / Bruce Banner / Natasha Romanov als Black Widow / Clint Barton als Hawkeye","null","null","Keine Anhaltspunkte für eine Lokalisierung des Szenenortes"
"Avengers","A1-142","Credits","null","null","null","null","null","null","null",02:22:45,2012,"null","null","null","Credits"
"Age of Ultron","A2-1A","Die Avengers schalten den Rest von HYDRAs Streitkräften in der Nähe ihrer Heimatbasis in Sokovia aus.","Bourne Woods, Tilford Rd, Farnham, England GU10 3RW, United Kingdom",,"51.19289380732606","-0.7711367791992004","Sokovischer Wald","null","null",00:00:50,2015,"Clint Barton als Hawkeye / Tony Stark als Tony Stark als Iron Man / Steve Rogers als Captain America / Natascha Romanow als Black Widow / The Bruce Banner als Hulk / Thor",,"https://mculocationscout.com/2020/08/09/sokovian-woods-mcu-location-scout/","fiktiver Ort"
"Age of Ultron","A2-1B","HYDRA führt seine Experimente mit Lokis Zepter in einem alten Schloss in Sokovia durch.","Fort Bard, Italy","Die Burg Fort Bard in Italien wurde für die Außenaufnahmen verwendet.","45.608475766257","7.744776327306901","Hydra Basis (außen)","null","null",00:01:51,2015,"Clint Barton als Hawkeye / Pietro Maximoff als Quicksilver",,"https://mculocationscout.com/2020/08/09/hydra-research-facility-sokovia-mcu-location-scout/",
"Age of Ultron","A2-1C","Bevor die Avengers den HYDRA-Führer Baron Strucker aufhalten können, beginnt er, alle seine Daten über die Experimente, die HYDRA durchgeführt hat, zu löschen.","Dover Castle, United Kingdom","Der Große Turm und die Tunnel unter Dover Castle wurden für die Innenräume der HYDRA-Einrichtung verwendet.","51.12890564175756","1.3233909986225632","Hydra Basis (innen)","null","null",00:02:56,2015,"Clint Barton als Hawkeye / Tony Stark als Tony Stark als Iron Man / Steve Rogers als Captain America / Natascha Romanow als Black Widow / The Bruce Banner als Hulk / Thor / Tony Stark als Tony Stark als Iron Man / Baron Strucker",,"https://mculocationscout.com/2020/08/09/hydra-research-facility-sokovia-mcu-location-scout/",
"Age of Ultron","A2-1D","Eine Drohne der Iron Legion landet in Sokovia. Die Bewohner wehren sich und bewerfen die Maschinen mit Steinen und Säure.","Aosta Valley, Italy",,"45.59958970115017","7.798214828406501","Sokovische Straße","null","null",00:03:51,2015,,,"https://mculocationscout.com/2020/08/09/novi-grad-square-sokovia-mcu-location-scout/",
"Age of Ultron","A2-1E","Die Iron Legion kommt, um die Zivilisten während der Bombardierung der Stadt durch HYDRA zu beruhigen.","Lismore Blv, London, United Kingdom","Gedreht wurde im Metropolitan Police Training Centre am Lismore Blv. Auf einer Seite des Ausbildungszentrums stand eine Statue von Sir Robert Peele, die nicht bewegt werden konnte. Auf dieser Seite des Zentrums befanden sich auch die Kulissen für das Rettungsboot und die Brücke. Auf der anderen Seite des Geländes wurden zwei Statuen und ein Kiosk gebaut sowie die Kirche, in der der letzte Kampf zwischen den Avengers und Ultron stattfand.","51.59292396582391","-0.24021191534307765","Novi Grad Square, Sokovia","null","null",00:04:08,2015,,,"https://mculocationscout.com/2020/08/09/novi-grad-square-sokovia-mcu-location-scout/",
"Age of Ultron","A2-1F","Hawkeye stößt auf einen Bunker. Überraschenderweise bringen seine Pfeile ihn jedoch nicht zur Explosion.","Hawley Lake, Camberley, England GU17 9HT, United Kingdom",,"51.31618303722265","-0.7812704316923468","Sokovischer Wald","null","null",00:05:00,2015,"Clint Barton als Hawkeye / Tony Stark als Tony Stark als Iron Man / Steve Rogers als Captain America / Natascha Romanow als Black Widow / The Bruce Banner als Hulk / Thor",,"https://mculocationscout.com/2020/08/09/sokovian-woods-mcu-location-scout/","fiktiver Ort"
"Age of Ultron","A2-1G","Iron Man deaktiviert das Schutzschild der HYDRA-Basis.","Fort Bard, Italy","Die Burg Fort Bard in Italien wurde für die Außenaufnahmen verwendet.","45.608475766257","7.744776327306901","Hydra Basis (außen)","null","null",00:06:10,2015,"Tony Stark als Tony Stark als Iron Man",,,
"Age of Ultron","A2-1H","Iron Man versucht die Daten der HDRA zu kopieren.","Dover Castle, United Kingdom","Der Große Turm und die Tunnel unter Dover Castle wurden für die Innenräume der HYDRA-Einrichtung verwendet.","51.12890564175756","1.3233909986225632","Hydra Basis (innen)","null","null",00:07:10,2015,"Tony Stark als Tony Stark als Iron Man",,,
"Age of Ultron","A2-1I","Der Rest der Avengers kümmert sich um die Soldaten der HYDRA im Wald. Black Widow versucht Hulk zu beruhigen.","Bourne Woods, Tilford Rd, Farnham, England GU10 3RW, United Kingdom",,"51.19289380732606","-0.7711367791992004","Sokovischer Wald","null","null",00:07:40,2015,"Clint Barton als Hawkeye / Steve Rogers als Captain America / Natascha Romanow als Black Widow / Thor",,,
"Age of Ultron","A2-1J","Während Captain America Strucker überwältigt, dringt Iron Man weiter in die Forschungseinrichtung ein und entdeckt das Zepter.","Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK","Es ist anzunehmen, dass es sich hierbei um Studioaufnahmen handelt.","51.40797670356879","-0.46609220136945423","Hydra Basis (innen)","null","null",00:09:43,2015,"Clint Barton als Hawkeye / Tony Stark als Tony Stark als Iron Man / Steve Rogers als Captain America / Natascha Romanow als Black Widow / The Bruce Banner als Hulk / Thor / Wanda Maximoff als Scarlet Witch / Pietro Maximoff als Quicksilver",,,
"Age of Ultron","A2-1K","Iron Man wird von Scarlet in eine Halluzination versetzt. In seiner Vision sieht Stark seine Teamkameraden tot, während die Chitauri eine Invasion auf der Erde starten. Als Scarlet Starks Alptraum sieht, lässt sie ihn das Zepter an sich nehmen, bevor sie","Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK","Es ist anzunehmen, dass es sich hierbei um Studioaufnahmen handelt.","51.40797670356879","-0.46609220136945423","Hydra Basis (innen)","null","null",00:11:00,2015,"Clint Barton als Hawkeye / Tony Stark als Tony Stark als Iron Man / Steve Rogers als Captain America / Natascha Romanow als Black Widow / The Bruce Banner als Hulk / Thor / Wanda Maximoff als Scarlet Witch / Pietro Maximoff als Quicksilver",,"https://marvelcinematicuniverse.fandom.com/wiki/Avengers:_Age_of_Ultron#Synopsis",
"Age of Ultron","A2-2","Die Avengers fliegen in ihrem Quinjet zurück und reden über den Kampf und das Zepter.","Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK","Es ist anzunehmen, dass es sich hierbei um Studioaufnahmen handelt.","51.40797670356879","-0.46609220136945423","Flug über Wolken","null","null",00:12:23,2015,"Clint Barton / Tony Stark / Steve Rogers / Natascha Romanow / Bruce Banner / Thor",,"https://www.imdb.com/title/tt2395427/locations",
"Age of Ultron","A2-3","Die Avengers landen auf dem Stark-Tower, der ihnen auch als Hauptquartier dient.","200 Park Ave, New York, NY 10166","Tony Stark hat sein Hauptquartier, das von einem autarken ARC-Reaktor angetrieben wird, in der Park Avenue 200, gleich hinter dem Grand Central Terminal (das das MetLife-Gebäude ersetzt). Der Stark-Tower dient in den ersten beiden Avengers-Filmen als Operationsbasis der Avengers, bevor er am Ende von Age of Ultron nach Upstate New York verlegt wird.","40.75344630782818","-73.9766453444253","Stark Turm (außen), New York","40.75344630782818","-73.9766453444253",00:14:33,2015,"Clint Barton / Tony Stark / Steve Rogers / Natascha Romanow / Bruce Banner / Thor",,,
"Age of Ultron","A2-4","Die Avengers sind im Stark Tower. Tony Stark und Bruce Banner kümmern sich um das Zepter.","Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK","Es ist anzunehmen, dass es sich hierbei um Studioaufnahmen handelt.","51.40797670356879","-0.46609220136945423","Stark Turm (innen)","40.75344630782818","-73.9766453444253",00:15:00,2015,"Clint Barton / Tony Stark / Steve Rogers / Natascha Romanow / Bruce Banner / Thor",,,
"Age of Ultron","A2-5","Stark und Banner beginnen mit der Untersuchung des Zepters.Sie extrahieren eine künstliche Intelligenz, um sie in Starks geheimem Programm zur Friedenssicherung - ""Ultron"" - einzusetzen.","Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK","Es ist anzunehmen, dass es sich hierbei um Studioaufnahmen handelt.","51.40797670356879","-0.46609220136945423","Stark Turm (innen)","40.75344630782818","-73.9766453444253",00:16:20,2015,"Tony Stark / Bruce Banner",,"https://marvelcinematicuniverse.fandom.com/wiki/Avengers:_Age_of_Ultron#Synopsis",
"Age of Ultron","A2-6","Während die Avengers eine Party veranstalten, um ihre jüngsten Siege zu feiern, wird plötzlich Ultron aktiviert. Ultron überwältigt JARVIS.",,"Hierbei handelt es sich um reine CGI-Animationen.",,,"leere Datenbank","null","null",00:21:33,2015,,,,
"Age of Ultron","A2-7A","Die Avengers veranstalten eine Party.","Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK","Es ist anzunehmen, dass es sich hierbei um Studioaufnahmen handelt.","51.40797670356879","-0.46609220136945423","Stark Turm (innen)","40.75344630782818","-73.9766453444253",00:23:11,2015,"Clint Barton / Tony Stark / Steve Rogers / Natascha Romanow / Bruce Banner / Thor",,,
"Age of Ultron","A2-7B","Ultron zeigt sich den Avengers, um ihnen seinen Plan zu verkünden, „Frieden für unsere Zeit“ herbeizuführen. Es kommt zu einem Kampf.","Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK","Es ist anzunehmen, dass es sich hierbei um Studioaufnahmen handelt.","51.40797670356879","-0.46609220136945423","Stark Turm (innen)","40.75344630782818","-73.9766453444253",00:29:46,2015,"Clint Barton als Hawkeye / Tony Stark als Tony Stark als Iron Man / Steve Rogers als Captain America / Natascha Romanow als Black Widow / The Bruce Banner als Hulk / Thor",,,
"Age of Ultron","A2-8","Ultron entwischt und die Avengers und überlegen, wie sie Ultron finden können.","Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK","Es ist anzunehmen, dass es sich hierbei um Studioaufnahmen handelt.","51.40797670356879","-0.46609220136945423","Stark Turm (innen)","40.75344630782818","-73.9766453444253",00:32:47,2015,"Clint Barton als Hawkeye / Tony Stark als Tony Stark als Iron Man / Steve Rogers als Captain America / Natascha Romanow als Black Widow / The Bruce Banner als Hulk / Thor",,"https://www.imdb.com/title/tt2395427/locations",
"Age of Ultron","A2-9","Quicksilver und Scarlet treffen in einer Kirche auf Ultron, der sie rekrutiert. Ultron tötet Strucker und übernimmt die Kontrolle über die HYDRA-Forschungseinrichtung.","Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK","Es ist anzunehmen, dass es sich hierbei um Studioaufnahmen handelt.","51.40797670356879","-0.46609220136945423","Sokovia","null","null",00:36:08,2015,"Ultron / Pietro Maximoff als Quicksilver / Wanda Maximoff als Scarlet Witch",,,
"Age of Ultron","A2-10","Die Avengers arbeiten im Stark Tower und suchen nach Hinweisen, wo sich Ultron aufhalten könnte.","Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK","Es ist anzunehmen, dass es sich hierbei um Studioaufnahmen handelt.","51.40797670356879","-0.46609220136945423","Stark Turm (innen)","40.75344630782818","-73.9766453444253",00:40:12,2015,"Clint Barton als Hawkeye / Tony Stark als Tony Stark als Iron Man / Steve Rogers als Captain America / Natascha Romanow als Black Widow / The Bruce Banner als Hulk / Thor",,,
